courseTitle,courseLink,enrollments,price,teacherName,designationOrInstitute,category
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",coaching
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",productivity
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",health-fitness
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",career-success
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",spiritual
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",latest-releases
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",professional-development
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",alternative-health
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",goal-setting
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",lifestyle
Spiritual Cleanse Bundle ,https://www.ofcourse.co.uk/course/spiritual-cleanse-bundle-,59,£150,Melody Litton,Sharon Ramel,creativity
Spiritual Cleanse Bundle ,https://www.ofcourse.co.uk/course/spiritual-cleanse-bundle-,59,£150,Melody Litton,Sharon Ramel,spiritual
Spiritual Cleanse Bundle ,https://www.ofcourse.co.uk/course/spiritual-cleanse-bundle-,59,£150,Melody Litton,Sharon Ramel,latest-releases
Spiritual Cleanse Bundle ,https://www.ofcourse.co.uk/course/spiritual-cleanse-bundle-,59,£150,Melody Litton,Sharon Ramel,bundles
Spiritual Cleanse Bundle ,https://www.ofcourse.co.uk/course/spiritual-cleanse-bundle-,59,£150,Melody Litton,Sharon Ramel,lifestyle
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,therapies
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,spiritual
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,latest-releases
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,qualifications-accredited-
CTAA Accredited Master Hypnotherapist Certification,https://www.ofcourse.co.uk/course/ctaa-accredited-master-hypnotherapist-certification,160,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",coaching
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",health-fitness
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",creativity
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",career-success
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",communication
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",spiritual
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",latest-releases
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",alternative-health
Law of Attraction & Self Hypnosis Effortless Manifestation ,https://www.ofcourse.co.uk/course/law-of-attraction--self-hypnosis-effortless-manifestation-,270,£100,Chris Spink,"
International Bestselling Author, Law of Attraction Coach",self-help
Aromatherapy & Essential Oils Advanced,https://www.ofcourse.co.uk/course/aromatherapy-essential-oils-advanced,1016,£100,Elizabeth Ashley,"The Secret Healer, Freelance Ghostwriter for Complimentary Medicine",career-success
Aromatherapy & Essential Oils Advanced,https://www.ofcourse.co.uk/course/aromatherapy-essential-oils-advanced,1016,£100,Elizabeth Ashley,"The Secret Healer, Freelance Ghostwriter for Complimentary Medicine",spiritual
Aromatherapy & Essential Oils Advanced,https://www.ofcourse.co.uk/course/aromatherapy-essential-oils-advanced,1016,£100,Elizabeth Ashley,"The Secret Healer, Freelance Ghostwriter for Complimentary Medicine",alternative-health
Aromatherapy & Essential Oils Advanced,https://www.ofcourse.co.uk/course/aromatherapy-essential-oils-advanced,1016,£100,Elizabeth Ashley,"The Secret Healer, Freelance Ghostwriter for Complimentary Medicine",goal-setting
Magical Witchcraft & Wicca Bundle,https://www.ofcourse.co.uk/course/magical-witchcraft--wicca-bundle,446,£150,Sharon Ramel,Gilad James,creativity
Magical Witchcraft & Wicca Bundle,https://www.ofcourse.co.uk/course/magical-witchcraft--wicca-bundle,446,£150,Sharon Ramel,Gilad James,spiritual
Magical Witchcraft & Wicca Bundle,https://www.ofcourse.co.uk/course/magical-witchcraft--wicca-bundle,446,£150,Sharon Ramel,Gilad James,latest-releases
Magical Witchcraft & Wicca Bundle,https://www.ofcourse.co.uk/course/magical-witchcraft--wicca-bundle,446,£150,Sharon Ramel,Gilad James,bundles
Psychic Tarot Coaching Business,https://www.ofcourse.co.uk/course/psychic-tarot-coaching-business,558,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",new-career
Psychic Tarot Coaching Business,https://www.ofcourse.co.uk/course/psychic-tarot-coaching-business,558,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",spiritual
Psychic Tarot Coaching Business,https://www.ofcourse.co.uk/course/psychic-tarot-coaching-business,558,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",professional-development
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",mindfulness
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",parenting
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",spiritual
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",teaching
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",self-help
Wicca & Witchcraft for Beginners,https://www.ofcourse.co.uk/course/wicca--witchcraft-for-beginners,932,£100,Gilad James,Spiritual teacher,spiritual
Wicca & Witchcraft for Beginners,https://www.ofcourse.co.uk/course/wicca--witchcraft-for-beginners,932,£100,Gilad James,Spiritual teacher,self-help
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,mindfulness
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,therapies
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,mental-health
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,spiritual
Spiritual Shamanism Bundle,https://www.ofcourse.co.uk/course/spiritual-shamanism-bundle,133,£150,Sharon Ramel,Teacher and Therapist,bundles
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,therapies
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,mental-health
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,productivity
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,spiritual
Life Coaching with Hypnosis Bundle,https://www.ofcourse.co.uk/course/life-coaching-with-hypnosis-bundle,56,£150,Renaissance Life Therapies,Dan Jones,bundles
Anti-Ageing Bundle,https://www.ofcourse.co.uk/course/anti-ageing-bundle,37,£150,Kristen Becker,Louise Croft,fashion-beauty
Anti-Ageing Bundle,https://www.ofcourse.co.uk/course/anti-ageing-bundle,37,£150,Kristen Becker,Louise Croft,nutrition
Anti-Ageing Bundle,https://www.ofcourse.co.uk/course/anti-ageing-bundle,37,£150,Kristen Becker,Louise Croft,health-fitness
Anti-Ageing Bundle,https://www.ofcourse.co.uk/course/anti-ageing-bundle,37,£150,Kristen Becker,Louise Croft,spiritual
Anti-Ageing Bundle,https://www.ofcourse.co.uk/course/anti-ageing-bundle,37,£150,Kristen Becker,Louise Croft,bundles
Trance Healing: Healing With Spirit  ,https://www.ofcourse.co.uk/course/trance-healing-healing-with-spirit-,268,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,therapies
Trance Healing: Healing With Spirit  ,https://www.ofcourse.co.uk/course/trance-healing-healing-with-spirit-,268,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,productivity
Trance Healing: Healing With Spirit  ,https://www.ofcourse.co.uk/course/trance-healing-healing-with-spirit-,268,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,health-fitness
Trance Healing: Healing With Spirit  ,https://www.ofcourse.co.uk/course/trance-healing-healing-with-spirit-,268,£100,Daniela Hills,Founder of WhiteLight Self Empowerment and Grid Connection,spiritual
Shamanism: A Spiritual Awakening,https://www.ofcourse.co.uk/course/shamanism-a-spiritual-awakening,500,£100,Sharon Ramel,Teacher and Therapist,spiritual
Metameric Massage: Emotional & Physical Sensations,https://www.ofcourse.co.uk/course/metameric-massage-emotional--physical-sensations,86,£100,Francesco Ciaccia,Massage Therapist,spiritual
Metameric Massage: Emotional & Physical Sensations,https://www.ofcourse.co.uk/course/metameric-massage-emotional--physical-sensations,86,£100,Francesco Ciaccia,Massage Therapist,goal-setting
Reiki & Acupressure Bundle,https://www.ofcourse.co.uk/course/reiki--acupressure-bundle,218,£150,Dr Gaynor De Klerk,Annette Reilly ,therapies
Reiki & Acupressure Bundle,https://www.ofcourse.co.uk/course/reiki--acupressure-bundle,218,£150,Dr Gaynor De Klerk,Annette Reilly ,health-fitness
Reiki & Acupressure Bundle,https://www.ofcourse.co.uk/course/reiki--acupressure-bundle,218,£150,Dr Gaynor De Klerk,Annette Reilly ,spiritual
Reiki & Acupressure Bundle,https://www.ofcourse.co.uk/course/reiki--acupressure-bundle,218,£150,Dr Gaynor De Klerk,Annette Reilly ,bundles
Reiki & Acupressure Bundle,https://www.ofcourse.co.uk/course/reiki--acupressure-bundle,218,£150,Dr Gaynor De Klerk,Annette Reilly ,pain-management
Teaching: Classroom Management Essentials,https://www.ofcourse.co.uk/course/teaching-classroom-management-essentials,45,£100,Tracey Garrett,Doctor (Ed. D.) of Elementary and Early Childhood Education ,teaching
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",mindfulness
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",parenting
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",spiritual
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",teaching
Yoga for Children: Music & Activities,https://www.ofcourse.co.uk/course/yoga-for-children-music--activities,351,£100,Bari Koral,"Beloved Music, Movement and Kids Yoga Educator",self-help
Master a Skill Bundle: Conversational Spanish,https://www.ofcourse.co.uk/course/master-a-skill-bundle-conversational-spanish,152,£150,TeachMe Productions,Sounds True,languages
